"STATION","NAME","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-16","77",",,S","51",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-17",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-18",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-19",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-20","77",",,S","56",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-21","77",",,S","53",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-22",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-23",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-24",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-25",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-26",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-27","79",",,S","55",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-28","75",",,S","55",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-29",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-30","76",",,S","56",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-08-31",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-01",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-02",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-03",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-04","82",",,S","53",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-05",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-06","76",",,S","56",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-07",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-08","76",",,S","55",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-09","77",",,S","55",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-10",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-11","78",",,S","53",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-12","77",",,S","53",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-13",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-14",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-15",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-16",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-17",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-18",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-19",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-20",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-21","79",",,S","55",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-22",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-23",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-24",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-25",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-26",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-27","76",",,S","53",",,S"
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-28",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-29",,,,
"MXM00076685","HERMANOS SERDAN INTERNATIONAL, MX","2020-09-30","71",",,S","45",",,S"
