"STATION","NAME","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXM00076726","CUERNAVACA, MX","2020-12-14",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-15","82",",,S","51",",,S"
"MXM00076726","CUERNAVACA, MX","2020-12-16",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-17",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-18",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-19",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-20",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-21",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-22",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-23",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-24",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-25",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-26",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-27",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-28",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-29",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-30",,,,
"MXM00076726","CUERNAVACA, MX","2020-12-31",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-01",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-02",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-03",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-04",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-05","82",",,S","54",",,S"
"MXM00076726","CUERNAVACA, MX","2021-01-06",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-07",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-08",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-09",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-10",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-11",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-12",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-13",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-14",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-15",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-16",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-17",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-18",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-19",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-20",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-21",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-22",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-23","86",",,S","53",",,S"
"MXM00076726","CUERNAVACA, MX","2021-01-24",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-25",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-26",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-27",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-28","86",",,S","54",",,S"
"MXM00076726","CUERNAVACA, MX","2021-01-29",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-30",,,,
"MXM00076726","CUERNAVACA, MX","2021-01-31",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-01",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-02",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-03",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-04",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-05",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-06","88",",,S","54",",,S"
"MXM00076726","CUERNAVACA, MX","2021-02-07",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-08",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-09","86",",,S","53",",,S"
"MXM00076726","CUERNAVACA, MX","2021-02-13",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-14",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-15",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-16",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-17",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-18",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-21",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-22",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-23",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-24",,,,
"MXM00076726","CUERNAVACA, MX","2021-02-25",,,,
